doc_no,company_code,fisc_year,line_no,post_date,doc_date,fisc_month,acc_code,acc_name,acc_type,amount,dc_indicator,counterparty,department,description,doc_type,reversal_yn,reversal_ref,_post_year,_post_month,_post_day,_post_weekday,_post_quarter,_is_weekend,_fisc_month_int,_debit,_credit,_amount,_is_pl,_is_reversal_flag,_flag_weekend,_flag_reversal,_flag_out_of_period,_flag_duplicate
90000001,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),8.93,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,8.93,0,8.93,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000003,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),20.48,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,20.48,0,20.48,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000005,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),11.03,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,11.03,0,11.03,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000007,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),136.5,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,136.5,0,136.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000009,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),16.28,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,16.28,0,16.28,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000010,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),2.1,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,2.1,0,2.1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000011,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),6.83,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,6.83,0,6.83,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000012,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),2.1,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,2.1,0,2.1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000014,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),21,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,21,0,21,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000015,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),18.38,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,18.38,0,18.38,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000017,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),8.93,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,8.93,0,8.93,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000019,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),115.5,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,115.5,0,115.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000021,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),10.5,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,10.5,0,10.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000023,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),5.25,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,5.25,0,5.25,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000025,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),42,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,42,0,42,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000026,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),10.5,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,10.5,0,10.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000027,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),9.45,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,9.45,0,9.45,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000028,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),4.2,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,4.2,0,4.2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000029,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),52.5,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,52.5,0,52.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000031,C005,2022,1,2022-02-17,2022-02-17,02월,121000,Unfinished products,손익계산서(PL),94.5,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,17,Thursday,1,FALSE,2,94.5,0,94.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000031,C004,2022,1,2022-02-17,2022-02-17,02월,121000,Unfinished products,손익계산서(PL),10710,차변(Debit),customer-Berlin,,,청구서검증,해당없음,,2022,2,17,Thursday,1,FALSE,2,10710,0,10710,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000034,C003,2022,1,2022-02-17,2022-02-17,02월,121000,Unfinished products,손익계산서(PL),13500,차변(Debit),Customer-Fredericton,,,청구서검증,해당없음,,2022,2,17,Thursday,1,FALSE,2,13500,0,13500,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000080,C001,2022,1,2022-02-22,2022-02-22,02월,121000,Unfinished products,손익계산서(PL),440,차변(Debit),Customer-Las Vegas,,,청구서검증,역분개,100000009,2022,2,22,Tuesday,1,FALSE,2,440,0,440,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000081,C001,2022,1,2022-02-22,2022-02-22,02월,121000,Unfinished products,손익계산서(PL),550,차변(Debit),Customer-Elec-Debit,,,청구서검증,해당없음,,2022,2,22,Tuesday,1,FALSE,2,550,0,550,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000087,C001,2022,1,2022-02-28,2022-02-28,02월,121000,Unfinished products,손익계산서(PL),660,차변(Debit),Customer-Las Vegas,,,청구서검증,역분개,100000010,2022,2,28,Monday,1,FALSE,2,660,0,660,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000088,C001,2022,1,2022-02-28,2022-02-28,02월,121000,Unfinished products,손익계산서(PL),990,차변(Debit),Customer-Las Vegas,,,청구서검증,역분개,100000011,2022,2,28,Monday,1,FALSE,2,990,0,990,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000095,C001,2022,1,2022-03-06,2022-03-06,03월,121000,Unfinished products,손익계산서(PL),107.8,차변(Debit),Customer-California,,,청구서검증,해당없음,,2022,3,6,Sunday,1,TRUE,3,107.8,0,107.8,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
90000096,C001,2022,1,2022-03-06,2022-03-06,03월,121000,Unfinished products,손익계산서(PL),12.54,차변(Debit),Customer-Georgia,,,청구서검증,해당없음,,2022,3,6,Sunday,1,TRUE,3,12.54,0,12.54,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
90000097,C001,2022,1,2022-03-07,2022-03-07,03월,121000,Unfinished products,손익계산서(PL),94.05,차변(Debit),CUSTOMER-Minneapolis,,,청구서검증,해당없음,,2022,3,7,Monday,1,FALSE,3,94.05,0,94.05,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000035,C003,2022,1,2022-03-07,2022-03-07,03월,121000,Unfinished products,손익계산서(PL),129.6,차변(Debit),CUSTOMER-North West Territory,,,청구서검증,해당없음,,2022,3,7,Monday,1,FALSE,3,129.6,0,129.6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000032,C004,2022,1,2022-03-07,2022-03-07,03월,121000,Unfinished products,손익계산서(PL),115.43,차변(Debit),CUSTOMER-Bavaria,,,청구서검증,해당없음,,2022,3,7,Monday,1,FALSE,3,115.43,0,115.43,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000032,C005,2022,1,2022-03-07,2022-03-07,03월,121000,Unfinished products,손익계산서(PL),0.91,차변(Debit),CUSTOMER05,,,청구서검증,해당없음,,2022,3,7,Monday,1,FALSE,3,0.91,0,0.91,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000098,C001,2022,1,2022-03-08,2022-03-08,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,8,Tuesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000099,C001,2022,1,2022-03-08,2022-03-08,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,8,Tuesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000100,C001,2022,1,2022-03-08,2022-03-08,03월,121000,Unfinished products,손익계산서(PL),653.13,차변(Debit),CUSTOMER-Minneapolis,,,청구서검증,해당없음,,2022,3,8,Tuesday,1,FALSE,3,653.13,0,653.13,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000035,C004,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),721.44,차변(Debit),CUSTOMER-Bavaria,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,721.44,0,721.44,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000036,C004,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),646.41,차변(Debit),CUSTOMER-Bavaria,,,청구서검증,역분개,100000002,2022,3,9,Wednesday,1,FALSE,3,646.41,0,646.41,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000037,C004,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4617.2,차변(Debit),CUSTOMER-Bavaria,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,4617.2,0,4617.2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000038,C004,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),5194.35,차변(Debit),CUSTOMER-Bavaria,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,5194.35,0,5194.35,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000033,C005,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4.58,차변(Debit),CUSTOMER05,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,4.58,0,4.58,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000034,C005,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),5.09,차변(Debit),CUSTOMER05,,,청구서검증,역분개,100000006,2022,3,9,Wednesday,1,FALSE,3,5.09,0,5.09,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000035,C005,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),6.36,차변(Debit),CUSTOMER05,,,청구서검증,역분개,100000007,2022,3,9,Wednesday,1,FALSE,3,6.36,0,6.36,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000036,C005,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),5.7,차변(Debit),CUSTOMER05,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,5.7,0,5.7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000037,C005,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),40.74,차변(Debit),CUSTOMER05,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,40.74,0,40.74,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000038,C005,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),45.83,차변(Debit),CUSTOMER05,,,청구서검증,역분개,100000016,2022,3,9,Wednesday,1,FALSE,3,45.83,0,45.83,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000107,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),104.5,차변(Debit),CUSTOMER-Minneapolis,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,104.5,0,104.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000101,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),819.28,차변(Debit),CUSTOMER-Minneapolis,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,819.28,0,819.28,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000102,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),752.4,차변(Debit),CUSTOMER-Minneapolis,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,752.4,0,752.4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000103,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),940.5,차변(Debit),CUSTOMER-Minneapolis,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,940.5,0,940.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000104,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4180,차변(Debit),CUSTOMER-Minneapolis,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,4180,0,4180,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000105,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),5172.75,차변(Debit),CUSTOMER-Minneapolis,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,5172.75,0,5172.75,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000041,C002,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),554.4,차변(Debit),CUSTOMER02,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,554.4,0,554.4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000042,C002,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),618.75,차변(Debit),CUSTOMER02,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,618.75,0,618.75,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000043,C002,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),445.5,차변(Debit),CUSTOMER02,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,445.5,0,445.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000044,C002,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),495,차변(Debit),CUSTOMER02,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,495,0,495,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000045,C002,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),3960,차변(Debit),CUSTOMER02,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,3960,0,3960,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000046,C002,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4455,차변(Debit),CUSTOMER02,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,4455,0,4455,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000036,C003,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),648,차변(Debit),CUSTOMER-North West Territory,,,청구서검증,역분개,100000006,2022,3,9,Wednesday,1,FALSE,3,648,0,648,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000037,C003,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),720,차변(Debit),CUSTOMER-North West Territory,,,청구서검증,역분개,100000005,2022,3,9,Wednesday,1,FALSE,3,720,0,720,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000038,C003,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),720,차변(Debit),CUSTOMER-North West Territory,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,720,0,720,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000039,C003,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),900,차변(Debit),CUSTOMER-North West Territory,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,900,0,900,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000040,C003,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),5760,차변(Debit),CUSTOMER-North West Territory,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,5760,0,5760,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000041,C003,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),6480,차변(Debit),CUSTOMER-North West Territory,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,6480,0,6480,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000106,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec-Debit,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000033,C004,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),519.44,차변(Debit),CUSTOMER-Bavaria,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,519.44,0,519.44,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000034,C004,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),577.15,차변(Debit),CUSTOMER-Bavaria,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,577.15,0,577.15,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1800000002,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),869,차변(Debit),customer,,,고객청구서,해당없음,,2022,3,9,Wednesday,1,FALSE,3,869,0,869,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000113,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4372.5,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,4372.5,0,4372.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000114,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4372.5,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,4372.5,0,4372.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000115,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4372.5,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,4372.5,0,4372.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000110,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),660,차변(Debit),Customer-Las Vegas,,,청구서검증,역분개,100000012,2022,3,9,Wednesday,1,FALSE,3,660,0,660,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000111,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),990,차변(Debit),Customer-Las Vegas,,,청구서검증,역분개,100000013,2022,3,9,Wednesday,1,FALSE,3,990,0,990,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000112,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4372.5,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,4372.5,0,4372.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000116,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4372.5,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,4372.5,0,4372.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000118,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),5472.5,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,5472.5,0,5472.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000119,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),550,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,550,0,550,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000120,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4372.5,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,4372.5,0,4372.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000121,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),130.63,차변(Debit),CUSTOMER-Minneapolis,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,130.63,0,130.63,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000123,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),5472.5,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,5472.5,0,5472.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000124,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),130.63,차변(Debit),CUSTOMER-Minneapolis,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,130.63,0,130.63,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000125,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),550,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,9,Wednesday,1,FALSE,3,550,0,550,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000126,C001,2022,1,2022-03-08,2022-03-08,03월,121000,Unfinished products,손익계산서(PL),137.5,차변(Debit),CUSTOMER-Minneapolis,,,청구서검증,해당없음,,2022,3,8,Tuesday,1,FALSE,3,137.5,0,137.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000127,C001,2022,1,2022-03-10,2022-03-10,03월,121000,Unfinished products,손익계산서(PL),104.5,차변(Debit),CUSTOMER-Minneapolis,,,청구서검증,해당없음,,2022,3,10,Thursday,1,FALSE,3,104.5,0,104.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000129,C001,2022,1,2022-03-10,2022-03-10,03월,121000,Unfinished products,손익계산서(PL),4372.5,차변(Debit),Customer-Georgia,,,청구서검증,해당없음,,2022,3,10,Thursday,1,FALSE,3,4372.5,0,4372.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000131,C001,2022,1,2022-03-10,2022-03-10,03월,121000,Unfinished products,손익계산서(PL),4372.5,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,10,Thursday,1,FALSE,3,4372.5,0,4372.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000133,C001,2022,1,2022-03-10,2022-03-10,03월,121000,Unfinished products,손익계산서(PL),5472.5,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,10,Thursday,1,FALSE,3,5472.5,0,5472.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000134,C001,2022,1,2022-03-10,2022-03-10,03월,121000,Unfinished products,손익계산서(PL),550,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,10,Thursday,1,FALSE,3,550,0,550,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000135,C001,2022,1,2022-03-10,2022-03-10,03월,121000,Unfinished products,손익계산서(PL),5472.5,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,10,Thursday,1,FALSE,3,5472.5,0,5472.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000136,C001,2022,1,2022-03-10,2022-03-10,03월,121000,Unfinished products,손익계산서(PL),550,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,10,Thursday,1,FALSE,3,550,0,550,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000137,C001,2022,1,2022-03-10,2022-03-10,03월,121000,Unfinished products,손익계산서(PL),5472.5,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,10,Thursday,1,FALSE,3,5472.5,0,5472.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000138,C001,2022,1,2022-03-10,2022-03-10,03월,121000,Unfinished products,손익계산서(PL),550,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,10,Thursday,1,FALSE,3,550,0,550,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000139,C001,2022,1,2022-03-10,2022-03-10,03월,121000,Unfinished products,손익계산서(PL),5472.5,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,10,Thursday,1,FALSE,3,5472.5,0,5472.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000140,C001,2022,1,2022-03-10,2022-03-10,03월,121000,Unfinished products,손익계산서(PL),550,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,10,Thursday,1,FALSE,3,550,0,550,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000141,C001,2022,1,2022-03-10,2022-03-10,03월,121000,Unfinished products,손익계산서(PL),5472.5,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,3,10,Thursday,1,FALSE,3,5472.5,0,5472.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
