전표번호,회사코드,회계연도,라인번호,전기일,증빙일,회계월,계정코드,계정명,계정속성(BS/PL),통합순금액(Net),통합거래처명,원가센터명(부서명),적요,전표성격,역분개여부,역분개참조번호
90000016,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),1500,customer-CA-British Columbia,,,청구서검증,해당없음,
90000017,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),2265,Customer-Yellowknife,,,청구서검증,해당없음,
90000019,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),990,Customer-Yellowknife,,,청구서검증,해당없음,
90000021,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),16500,Customer-Yellowknife,,,청구서검증,해당없음,
90000023,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),1200,customer-CA-New Brunswick,,,청구서검증,해당없음,
90000025,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),450,customer-CA-New Brunswick,,,청구서검증,역분개,100000004
90000026,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),600,customer-CA-New Brunswick,,,청구서검증,해당없음,
90000028,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),6750,customer-CA-New Brunswick,,,청구서검증,해당없음,
90000029,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),750,customer-CA-New Brunswick,,,청구서검증,해당없음,
90000032,C003,2022,1,2022-01-26,2022-01-26,01월,121000,Unfinished products,손익계산서(PL),450,customer-CA-New Brunswick,,,청구서검증,해당없음,
90000033,C003,2022,1,2022-01-26,2022-01-26,01월,121000,Unfinished products,손익계산서(PL),9000,customer-CA-New Brunswick,,,청구서검증,해당없음,
90000000,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),1011.5,customer-Berlin,,,청구서검증,해당없음,
90000001,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),9520,customer-Berlin,,,청구서검증,해당없음,
90000002,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),1011.5,customer-Berlin,,,청구서검증,해당없음,
90000003,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),2320.5,customer-Berlin,,,청구서검증,해당없음,
90000005,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),1249.5,customer-Berlin,,,청구서검증,해당없음,
90000007,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),15470,customer-Berlin,,,청구서검증,해당없음,
90000009,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),1844.5,customer-Berlin,,,청구서검증,해당없음,
90000010,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),238,customer-Berlin,,,청구서검증,해당없음,
90000011,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),773.5,customer-Berlin,,,청구서검증,해당없음,
90000012,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),238,customer-Berlin,,,청구서검증,해당없음,
90000013,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),8330,customer-Berlin,,,청구서검증,해당없음,
90000014,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),2380,customer-Berlin,,,청구서검증,해당없음,
90000015,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),2082.5,customer-Berlin,,,청구서검증,해당없음,
90000017,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),1011.5,customer-Berlin,,,청구서검증,해당없음,
90000023,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),476,customer-Berlin,,,청구서검증,해당없음,
90000027,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),1011.5,customer-Berlin,,,청구서검증,해당없음,
90000028,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),476,customer-Berlin,,,청구서검증,해당없음,
90000029,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),8925,customer-Berlin,,,청구서검증,해당없음,
90000019,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),115.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000025,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),42,customer-JP-JAPAN,,,청구서검증,해당없음,
90000026,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),10.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000000,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),18.38,customer-JP-JAPAN,,,청구서검증,해당없음,
90000001,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),8.93,customer-JP-JAPAN,,,청구서검증,해당없음,
90000003,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),20.48,customer-JP-JAPAN,,,청구서검증,해당없음,
90000005,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),11.03,customer-JP-JAPAN,,,청구서검증,해당없음,
90000007,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),136.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000009,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),16.28,customer-JP-JAPAN,,,청구서검증,해당없음,
90000010,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),2.1,customer-JP-JAPAN,,,청구서검증,해당없음,
90000011,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),6.83,customer-JP-JAPAN,,,청구서검증,해당없음,
90000012,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),2.1,customer-JP-JAPAN,,,청구서검증,해당없음,
90000014,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),21,customer-JP-JAPAN,,,청구서검증,해당없음,
90000015,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),18.38,customer-JP-JAPAN,,,청구서검증,해당없음,
90000017,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),8.93,customer-JP-JAPAN,,,청구서검증,해당없음,
90000021,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),10.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000023,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),5.25,customer-JP-JAPAN,,,청구서검증,해당없음,
90000027,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),9.45,customer-JP-JAPAN,,,청구서검증,해당없음,
90000028,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),4.2,customer-JP-JAPAN,,,청구서검증,해당없음,
90000029,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),52.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000010,C002,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),6912,US01 I/C Customer,,,청구서검증,역분개,100000002
90000008,C002,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),6912,US01 I/C Customer,,,청구서검증,역분개,100000000
90000009,C002,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),6912,US01 I/C Customer,,,청구서검증,역분개,100000001
90000011,C002,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),6912,US01 I/C Customer,,,청구서검증,역분개,100000003
90000069,C001,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),1683,Customer-Las Vegas,,,청구서검증,해당없음,
90000013,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000004
90000014,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000005
90000015,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000006
90000016,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000007
90000017,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000008
90000018,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000009
90000019,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000010
90000020,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000011
90000021,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000012
90000022,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000013
90000023,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000014
90000024,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000015
90000028,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2400,US01 I/C Customer,,,청구서검증,역분개,100000018
90000029,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2400,US01 I/C Customer,,,청구서검증,역분개,100000019
90000030,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2400,US01 I/C Customer,,,청구서검증,역분개,100000020
90000032,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),1600,US01 I/C Customer,,,청구서검증,역분개,100000021
90000025,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000016
90000027,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2400,US01 I/C Customer,,,청구서검증,역분개,100000017
90000037,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),220,Customer-Los Angeles,,,청구서검증,역분개,100000023
90000034,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),1600,US01 I/C Customer,,,청구서검증,역분개,100000022
90000074,C001,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),144,US02 I/C Customer,,,청구서검증,해당없음,
90000062,C001,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),3938,Customer-Las Vegas,,,청구서검증,해당없음,
90000065,C001,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),4922.5,Customer-Las Vegas,,,청구서검증,해당없음,
90000067,C001,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),7876,Customer-Las Vegas,,,청구서검증,해당없음,
90000070,C001,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2953.5,Customer-Las Vegas,,,청구서검증,해당없음,
90000072,C001,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),1969,Customer-Las Vegas,,,청구서검증,해당없음,
90000073,C001,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),984.5,Customer-Las Vegas,,,청구서검증,해당없음,
90000003,C002,2022,1,2022-01-23,2022-01-23,01월,121000,Unfinished products,손익계산서(PL),1320,US01 I/C Customer,,,청구서검증,해당없음,
90000031,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),1095,customer-CA-Nova Scotia,,,청구서검증,해당없음,
90000002,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),115.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000013,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),94.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000019,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),13090,customer-Berlin,,,청구서검증,해당없음,
90000021,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),1130.5,customer-Berlin,,,청구서검증,해당없음,
90000025,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),4760,customer-Berlin,,,청구서검증,해당없음,
90000026,C004,2022,1,2022-01-31,2022-01-31,01월,121000,Unfinished products,손익계산서(PL),1190,customer-Berlin,,,청구서검증,해당없음,
90000063,C001,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),9845,Customer-Las Vegas,,,청구서검증,해당없음,
90000064,C001,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),4922.5,Customer-Las Vegas,,,청구서검증,해당없음,
90000066,C001,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),4922.5,Customer-Las Vegas,,,청구서검증,해당없음,
90000068,C001,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3938,Customer-Las Vegas,,,청구서검증,해당없음,
90000071,C001,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),1969,Customer-Las Vegas,,,청구서검증,해당없음,
90000076,C001,2022,1,2022-02-14,2022-02-14,02월,121000,Unfinished products,손익계산서(PL),984.5,Customer-Las Vegas,,,청구서검증,해당없음,
90000075,C001,2022,1,2022-02-14,2022-02-14,02월,121000,Unfinished products,손익계산서(PL),108,US02 I/C Customer,,,청구서검증,해당없음,
90000036,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),220,Customer-Los Angeles,,,청구서검증,해당없음,
90000038,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),176,Customer-Los Angeles,,,청구서검증,해당없음,
90000039,C002,2022,1,2022-02-14,2022-02-14,02월,121000,Unfinished products,손익계산서(PL),132,Customer-Los Angeles,,,청구서검증,해당없음,
90000004,C002,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),4200,US01 I/C Customer,,,청구서검증,해당없음,
90000005,C002,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),2100,US01 I/C Customer,,,청구서검증,해당없음,
90000006,C002,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),2100,US01 I/C Customer,,,청구서검증,해당없음,
90000007,C002,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),2100,US01 I/C Customer,,,청구서검증,해당없음,
90000012,C002,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),6912,US01 I/C Customer,,,청구서검증,해당없음,
90000026,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,해당없음,
90000031,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2400,US01 I/C Customer,,,청구서검증,해당없음,
90000033,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),1600,US01 I/C Customer,,,청구서검증,해당없음,
90000035,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),800,US01 I/C Customer,,,청구서검증,해당없음,
90000040,C002,2022,1,2022-02-14,2022-02-14,02월,121000,Unfinished products,손익계산서(PL),800,US01 I/C Customer,,,청구서검증,해당없음,
90000000,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),18.38,customer-JP-JAPAN,,,청구서검증,해당없음,
90000001,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),8.93,customer-JP-JAPAN,,,청구서검증,해당없음,
90000003,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),20.48,customer-JP-JAPAN,,,청구서검증,해당없음,
90000005,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),11.03,customer-JP-JAPAN,,,청구서검증,해당없음,
90000007,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),136.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000009,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),16.28,customer-JP-JAPAN,,,청구서검증,해당없음,
90000010,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),2.1,customer-JP-JAPAN,,,청구서검증,해당없음,
90000011,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),6.83,customer-JP-JAPAN,,,청구서검증,해당없음,
90000012,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),2.1,customer-JP-JAPAN,,,청구서검증,해당없음,
90000014,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),21,customer-JP-JAPAN,,,청구서검증,해당없음,
90000015,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),18.38,customer-JP-JAPAN,,,청구서검증,해당없음,
90000017,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),8.93,customer-JP-JAPAN,,,청구서검증,해당없음,
90000019,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),115.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000021,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),10.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000023,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),5.25,customer-JP-JAPAN,,,청구서검증,해당없음,
90000025,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),42,customer-JP-JAPAN,,,청구서검증,해당없음,
90000026,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),10.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000027,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),9.45,customer-JP-JAPAN,,,청구서검증,해당없음,
90000028,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),4.2,customer-JP-JAPAN,,,청구서검증,해당없음,
90000029,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),52.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000031,C005,2022,1,2022-02-17,2022-02-17,02월,121000,Unfinished products,손익계산서(PL),94.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000031,C004,2022,1,2022-02-17,2022-02-17,02월,121000,Unfinished products,손익계산서(PL),10710,customer-Berlin,,,청구서검증,해당없음,
90000034,C003,2022,1,2022-02-17,2022-02-17,02월,121000,Unfinished products,손익계산서(PL),13500,Customer-Fredericton,,,청구서검증,해당없음,
90000080,C001,2022,1,2022-02-22,2022-02-22,02월,121000,Unfinished products,손익계산서(PL),440,Customer-Las Vegas,,,청구서검증,역분개,100000009
90000081,C001,2022,1,2022-02-22,2022-02-22,02월,121000,Unfinished products,손익계산서(PL),550,Customer-Elec-Debit,,,청구서검증,해당없음,
90000087,C001,2022,1,2022-02-28,2022-02-28,02월,121000,Unfinished products,손익계산서(PL),660,Customer-Las Vegas,,,청구서검증,역분개,100000010
90000088,C001,2022,1,2022-02-28,2022-02-28,02월,121000,Unfinished products,손익계산서(PL),990,Customer-Las Vegas,,,청구서검증,역분개,100000011
90000095,C001,2022,1,2022-03-06,2022-03-06,03월,121000,Unfinished products,손익계산서(PL),107.8,Customer-California,,,청구서검증,해당없음,
90000096,C001,2022,1,2022-03-06,2022-03-06,03월,121000,Unfinished products,손익계산서(PL),12.54,Customer-Georgia,,,청구서검증,해당없음,
90000097,C001,2022,1,2022-03-07,2022-03-07,03월,121000,Unfinished products,손익계산서(PL),94.05,CUSTOMER-Minneapolis,,,청구서검증,해당없음,
90000035,C003,2022,1,2022-03-07,2022-03-07,03월,121000,Unfinished products,손익계산서(PL),129.6,CUSTOMER-North West Territory,,,청구서검증,해당없음,
90000032,C004,2022,1,2022-03-07,2022-03-07,03월,121000,Unfinished products,손익계산서(PL),115.43,CUSTOMER-Bavaria,,,청구서검증,해당없음,
90000032,C005,2022,1,2022-03-07,2022-03-07,03월,121000,Unfinished products,손익계산서(PL),0.91,CUSTOMER05,,,청구서검증,해당없음,
90000098,C001,2022,1,2022-03-08,2022-03-08,03월,121000,Unfinished products,손익계산서(PL),4922.5,Customer-Elec,,,청구서검증,해당없음,
90000099,C001,2022,1,2022-03-08,2022-03-08,03월,121000,Unfinished products,손익계산서(PL),4922.5,Customer-Elec,,,청구서검증,해당없음,
90000100,C001,2022,1,2022-03-08,2022-03-08,03월,121000,Unfinished products,손익계산서(PL),653.13,CUSTOMER-Minneapolis,,,청구서검증,해당없음,
90000035,C004,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),721.44,CUSTOMER-Bavaria,,,청구서검증,해당없음,
90000036,C004,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),646.41,CUSTOMER-Bavaria,,,청구서검증,역분개,100000002
90000037,C004,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4617.2,CUSTOMER-Bavaria,,,청구서검증,해당없음,
90000038,C004,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),5194.35,CUSTOMER-Bavaria,,,청구서검증,해당없음,
90000033,C005,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4.58,CUSTOMER05,,,청구서검증,해당없음,
90000034,C005,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),5.09,CUSTOMER05,,,청구서검증,역분개,100000006
90000035,C005,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),6.36,CUSTOMER05,,,청구서검증,역분개,100000007
90000036,C005,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),5.7,CUSTOMER05,,,청구서검증,해당없음,
90000037,C005,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),40.74,CUSTOMER05,,,청구서검증,해당없음,
90000038,C005,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),45.83,CUSTOMER05,,,청구서검증,역분개,100000016
90000107,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),104.5,CUSTOMER-Minneapolis,,,청구서검증,해당없음,
90000101,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),819.28,CUSTOMER-Minneapolis,,,청구서검증,해당없음,
90000102,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),752.4,CUSTOMER-Minneapolis,,,청구서검증,해당없음,
90000103,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),940.5,CUSTOMER-Minneapolis,,,청구서검증,해당없음,
90000104,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4180,CUSTOMER-Minneapolis,,,청구서검증,해당없음,
90000105,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),5172.75,CUSTOMER-Minneapolis,,,청구서검증,해당없음,
90000041,C002,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),554.4,CUSTOMER02,,,청구서검증,해당없음,
90000042,C002,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),618.75,CUSTOMER02,,,청구서검증,해당없음,
90000043,C002,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),445.5,CUSTOMER02,,,청구서검증,해당없음,
90000044,C002,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),495,CUSTOMER02,,,청구서검증,해당없음,
90000045,C002,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),3960,CUSTOMER02,,,청구서검증,해당없음,
90000046,C002,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4455,CUSTOMER02,,,청구서검증,해당없음,
90000036,C003,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),648,CUSTOMER-North West Territory,,,청구서검증,역분개,100000006
90000037,C003,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),720,CUSTOMER-North West Territory,,,청구서검증,역분개,100000005
90000038,C003,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),720,CUSTOMER-North West Territory,,,청구서검증,해당없음,
90000039,C003,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),900,CUSTOMER-North West Territory,,,청구서검증,해당없음,
90000040,C003,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),5760,CUSTOMER-North West Territory,,,청구서검증,해당없음,
90000041,C003,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),6480,CUSTOMER-North West Territory,,,청구서검증,해당없음,
90000106,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4922.5,Customer-Elec-Debit,,,청구서검증,해당없음,
90000033,C004,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),519.44,CUSTOMER-Bavaria,,,청구서검증,해당없음,
90000034,C004,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),577.15,CUSTOMER-Bavaria,,,청구서검증,해당없음,
1800000002,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),869,customer,,,고객청구서,해당없음,
90000113,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4372.5,Customer-Elec-Credit,,,청구서검증,해당없음,
90000114,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4372.5,Customer-Elec-Credit,,,청구서검증,해당없음,
90000115,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),4372.5,Customer-Elec-Credit,,,청구서검증,해당없음,
90000110,C001,2022,1,2022-03-09,2022-03-09,03월,121000,Unfinished products,손익계산서(PL),660,Customer-Las Vegas,,,청구서검증,역분개,100000012
